user_id,variant,clicks,sessions,day
2632,control,0,7,14
2633,control,2,8,1
2634,control,1,7,2
2635,control,0,4,3
2636,control,1,8,4
2637,control,1,10,5
2638,control,1,8,6
2639,control,1,5,7
2640,control,0,8,8
2641,control,2,7,9
2642,control,1,9,10
2643,control,0,8,11
2644,control,0,10,12
2645,control,0,8,13
2646,control,0,11,14
2647,control,0,6,1
2648,control,0,8,2
2649,control,0,10,3
2650,control,0,6,4
2651,control,0,7,5
2652,control,2,5,6
2653,control,2,8,7
2654,control,2,10,8
2655,control,0,7,9
2656,control,0,7,10
2657,control,1,7,11
2658,control,0,6,12
2659,control,0,9,13
2660,control,1,9,14
2661,control,0,8,1
2662,control,0,10,2
2663,control,3,10,3
2664,control,1,8,4
2665,control,0,6,5
2666,control,0,7,6
2667,control,0,8,7
2668,control,0,5,8
2669,control,0,8,9
2670,control,0,5,10
2671,control,0,10,11
2672,control,1,9,12
2673,control,0,7,13
2674,control,0,10,14
2675,control,2,6,1
2676,control,0,9,2
2677,control,0,10,3
2678,control,0,7,4
2679,control,0,11,5
2680,control,1,9,6
2681,control,0,9,7
2682,control,1,9,8
2683,control,0,8,9
2684,control,2,8,10
2685,control,0,9,11
2686,control,1,13,12
2687,control,1,7,13
2688,control,2,10,14
2689,control,0,11,1
2690,control,1,6,2
2691,control,1,9,3
2692,control,2,12,4
2693,control,0,11,5
2694,control,1,10,6
2695,control,1,12,7
2696,control,2,9,8
2697,control,1,8,9
2698,control,0,6,10
2699,control,0,8,11
2700,control,0,7,12
2701,control,0,6,13
2702,control,1,7,14
2703,control,0,4,1
2704,control,1,8,2
2705,control,1,10,3
2706,control,1,8,4
2707,control,0,7,5
2708,control,1,8,6
2709,control,0,6,7
2710,control,2,9,8
2711,control,2,9,9
2712,control,2,9,10
2713,control,0,10,11
2714,control,1,8,12
2715,control,1,8,13
2716,control,0,6,14
2717,control,0,7,1
2718,control,1,9,2
2719,control,0,9,3
2720,control,1,7,4
2721,control,0,6,5
2722,control,0,6,6
2723,control,0,10,7
2724,control,1,9,8
2725,control,1,6,9
2726,control,2,10,10
2727,control,0,5,11
2728,control,2,9,12
2729,control,1,9,13
2730,control,0,6,14
2731,control,0,10,1
2732,control,0,7,2
2733,control,0,9,3
2734,control,1,7,4
2735,control,0,7,5
2736,control,0,11,6
2737,control,0,7,7
2738,control,1,11,8
2739,control,0,10,9
2740,control,0,7,10
2741,control,0,7,11
2742,control,0,7,12
2743,control,1,7,13
2744,control,0,11,14
2745,control,0,7,1
2746,control,1,12,2
2747,control,0,8,3
2748,control,3,10,4
2749,control,1,10,5
2750,control,1,10,6
2751,control,1,8,7
2752,control,0,9,8
2753,control,2,8,9
2754,control,0,6,10
2755,control,1,11,11
2756,control,1,8,12
2757,control,2,8,13
2758,control,1,7,14
2759,control,0,6,1
2760,control,1,11,2
2761,control,0,5,3
2762,control,1,8,4
2763,control,0,5,5
2764,control,0,8,6
2765,control,0,9,7
2766,control,1,8,8
2767,control,0,10,9
2768,control,1,6,10
2769,control,1,7,11
2770,control,1,7,12
2771,control,0,11,13
2772,control,0,6,14
2773,control,2,10,1
2774,control,1,10,2
2775,control,2,12,3
2776,control,1,8,4
2777,control,1,10,5
2778,control,2,9,6
2779,control,1,9,7
2780,control,1,12,8
2781,control,2,11,9
2782,control,0,6,10
2783,control,1,8,11
2784,control,1,7,12
2785,control,2,12,13
2786,control,1,8,14
2787,control,0,8,1
2788,control,0,9,2
2789,control,1,8,3
2790,control,1,7,4
2791,control,1,7,5
2792,control,1,12,6
2793,control,3,11,7
2794,control,2,10,8
2795,control,0,7,9
2796,control,1,6,10
2797,control,1,10,11
2798,control,0,9,12
2799,control,0,7,13
2800,control,2,8,14
2801,control,1,9,1
2802,control,0,8,2
2803,control,1,11,3
2804,control,0,8,4
2805,control,2,10,5
2806,control,1,11,6
2807,control,3,8,7
2808,control,0,7,8
2809,control,3,10,9
2810,control,2,10,10
2811,control,0,9,11
2812,control,0,9,12
2813,control,0,6,13
2814,control,2,9,14
2815,control,1,7,1
2816,control,0,8,2
2817,control,2,9,3
2818,control,0,5,4
2819,control,0,8,5
2820,control,1,8,6
2821,control,0,9,7
2822,control,1,9,8
2823,control,1,9,9
2824,control,1,10,10
2825,control,1,9,11
2826,control,1,7,12
2827,control,1,8,13
2828,control,1,9,14
2829,control,0,10,1
2830,control,0,7,2
2831,control,0,8,3
2832,control,2,9,4
2833,control,1,9,5
2834,control,0,9,6
2835,control,0,5,7
2836,control,2,12,8
2837,control,1,9,9
2838,control,1,6,10
2839,control,1,6,11
2840,control,3,6,12
2841,control,1,8,13
2842,control,1,9,14
2843,control,2,7,1
2844,control,1,7,2
2845,control,2,9,3
2846,control,1,6,4
2847,control,0,9,5
2848,control,1,8,6
2849,control,2,10,7
2850,control,1,6,8
2851,control,0,8,9
2852,control,0,10,10
2853,control,2,8,11
2854,control,0,10,12
2855,control,1,9,13
2856,control,1,7,14
2857,control,0,6,1
2858,control,0,7,2
2859,control,1,5,3
2860,control,1,10,4
2861,control,1,10,5
2862,control,0,10,6
2863,control,1,6,7
2864,control,0,8,8
2865,control,0,8,9
2866,control,3,12,10
2867,control,1,6,11
2868,control,0,14,12
2869,control,0,8,13
2870,control,2,11,14
2871,control,1,8,1
2872,control,1,8,2
2873,control,0,4,3
2874,control,0,5,4
2875,control,1,6,5
2876,control,0,7,6
2877,control,0,6,7
2878,control,0,7,8
2879,control,2,9,9
2880,control,1,8,10
2881,control,0,9,11
2882,control,2,10,12
2883,control,0,4,13
2884,control,1,11,14
2885,control,0,9,1
2886,control,1,10,2
2887,control,1,11,3
2888,control,3,7,4
2889,control,1,10,5
2890,control,0,9,6
2891,control,1,8,7
2892,control,0,4,8
2893,control,1,9,9
2894,control,1,9,10
2895,control,2,8,11
2896,control,0,4,12
2897,control,0,7,13
2898,control,0,7,14
2899,control,2,11,1
2900,control,1,9,2
2901,control,1,5,3
2902,control,1,7,4
2903,control,1,8,5
2904,control,2,7,6
2905,control,0,9,7
2906,control,1,11,8
2907,control,0,9,9
2908,control,3,10,10
2909,control,0,3,11
2910,control,0,10,12
2911,control,0,8,13
2912,control,0,6,14
2913,control,0,9,1
2914,control,2,9,2
2915,control,1,5,3
2916,control,1,8,4
2917,control,1,10,5
2918,control,1,7,6
2919,control,0,6,7
2920,control,0,9,8
2921,control,0,11,9
2922,control,1,9,10
2923,control,1,12,11
2924,control,0,10,12
2925,control,1,9,13
2926,control,1,9,14
2927,control,1,7,1
2928,control,0,4,2
2929,control,0,12,3
2930,control,0,7,4
2931,control,1,9,5
2932,control,0,5,6
2933,control,0,9,7
2934,control,1,7,8
2935,control,0,4,9
2936,control,2,6,10
2937,control,1,9,11
2938,control,1,11,12
2939,control,1,7,13
2940,control,0,4,14
2941,control,1,7,1
2942,control,1,7,2
2943,control,0,8,3
2944,control,0,7,4
2945,control,1,7,5
2946,control,1,8,6
2947,control,0,7,7
2948,control,0,6,8
2949,control,0,9,9
2950,control,1,7,10
2951,control,2,12,11
2952,control,0,5,12
2953,control,1,8,13
2954,control,0,7,14
2955,control,0,5,1
2956,control,2,10,2
2957,control,0,9,3
2958,control,0,7,4
2959,control,2,8,5
2960,control,0,2,6
2961,control,1,10,7
2962,control,1,7,8
2963,control,0,8,9
2964,control,0,10,10
2965,control,1,9,11
2966,control,0,6,12
2967,control,1,10,13
2968,control,0,8,14
2969,control,0,9,1
2970,control,0,9,2
2971,control,0,11,3
2972,control,0,6,4
2973,control,2,9,5
2974,control,1,7,6
2975,control,1,5,7
2976,control,2,8,8
2977,control,2,11,9
2978,control,0,8,10
2979,control,1,8,11
2980,control,1,7,12
2981,control,2,6,13
2982,control,0,6,14
2983,control,1,7,1
2984,control,0,11,2
2985,control,0,7,3
2986,control,0,10,4
2987,control,2,9,5
2988,control,3,9,6
2989,control,0,4,7
2990,control,2,5,8
2991,control,0,7,9
2992,control,3,10,10
2993,control,0,6,11
2994,control,0,8,12
2995,control,2,7,13
2996,control,1,10,14
2997,control,0,6,1
2998,control,0,4,2
2999,control,0,9,3
3000,control,0,8,4
3001,control,0,10,5
3002,control,2,7,6
3003,control,1,8,7
3004,control,1,10,8
3005,control,0,7,9
3006,control,2,5,10
3007,control,0,9,11
3008,control,1,8,12
3009,control,0,10,13
3010,control,0,9,14
3011,control,1,9,1
3012,control,2,11,2
3013,control,0,5,3
3014,control,0,8,4
3015,control,0,9,5
3016,control,1,10,6
3017,control,0,7,7
3018,control,2,11,8
3019,control,2,10,9
3020,control,0,5,10
3021,control,1,7,11
3022,control,2,6,12
3023,control,0,6,13
3024,control,0,4,14
3025,control,0,6,1
3026,control,0,9,2
3027,control,0,8,3
3028,control,1,9,4
3029,control,1,9,5
3030,control,0,11,6
3031,control,0,11,7
3032,control,2,10,8
3033,control,0,6,9
3034,control,0,5,10
3035,control,0,8,11
3036,control,1,9,12
3037,control,0,4,13
3038,control,0,8,14
3039,control,0,8,1
3040,control,0,8,2
3041,control,1,7,3
3042,control,2,11,4
3043,control,0,9,5
3044,control,0,9,6
3045,control,3,10,7
3046,control,0,7,8
3047,control,0,10,9
3048,control,0,10,10
3049,control,0,8,11
3050,control,2,11,12
3051,control,0,10,13
3052,control,0,1,14
3053,control,1,7,1
3054,control,0,9,2
3055,control,0,12,3
3056,control,3,7,4
3057,control,0,8,5
3058,control,1,6,6
3059,control,0,6,7
3060,control,0,4,8
3061,control,2,9,9
3062,control,0,9,10
3063,control,1,10,11
3064,control,1,8,12
3065,control,2,9,13
3066,control,1,7,14
3067,control,0,10,1
3068,control,0,9,2
3069,control,0,9,3
3070,control,1,11,4
3071,control,2,10,5
3072,control,1,10,6
3073,control,1,10,7
3074,control,1,7,8
3075,control,2,10,9
3076,control,0,11,10
3077,control,0,7,11
3078,control,1,9,12
3079,control,1,6,13
3080,control,3,7,14
3081,control,0,9,1
3082,control,0,8,2
3083,control,1,9,3
3084,control,0,5,4
3085,control,1,11,5
3086,control,0,6,6
3087,control,2,8,7
3088,control,1,12,8
3089,control,1,9,9
3090,control,0,5,10
3091,control,3,12,11
3092,control,2,11,12
3093,control,0,11,13
3094,control,1,8,14
3095,control,0,7,1
3096,control,1,8,2
3097,control,0,8,3
3098,control,0,7,4
3099,control,1,10,5
3100,control,3,11,6
3101,control,0,6,7
3102,control,2,9,8
3103,control,0,11,9
3104,control,1,11,10
3105,control,1,8,11
3106,control,0,9,12
3107,control,2,8,13
3108,control,0,10,14
3109,control,0,7,1
3110,control,1,9,2
3111,control,0,9,3
3112,control,0,7,4
3113,control,2,8,5
3114,control,2,9,6
3115,control,0,8,7
3116,control,0,8,8
3117,control,0,8,9
3118,control,0,9,10
3119,control,3,9,11
3120,control,0,6,12
3121,control,2,7,13
3122,control,1,10,14
3123,control,1,7,1
3124,control,2,10,2
3125,control,0,5,3
3126,control,0,6,4
3127,control,0,7,5
3128,control,2,6,6
3129,control,1,10,7
3130,control,2,11,8
3131,control,1,8,9
3132,control,1,9,10
3133,control,0,5,11
3134,control,0,8,12
3135,control,1,7,13
3136,control,0,6,14
3137,control,0,10,1
3138,control,0,6,2
3139,control,1,10,3
3140,control,0,10,4
3141,control,0,12,5
3142,control,1,9,6
3143,control,1,9,7
3144,control,1,11,8
3145,control,1,10,9
3146,control,1,10,10
3147,control,0,7,11
3148,control,2,7,12
3149,control,0,10,13
3150,control,0,8,14
3151,control,1,7,1
3152,control,0,10,2
3153,control,1,10,3
3154,control,0,9,4
3155,control,4,9,5
3156,control,0,11,6
3157,control,1,5,7
3158,control,0,6,8
3159,control,0,9,9
3160,control,1,5,10
3161,control,0,8,11
3162,control,0,9,12
3163,control,1,11,13
3164,control,1,7,14
3165,control,2,7,1
3166,control,1,8,2
3167,control,1,2,3
3168,control,3,9,4
3169,control,0,8,5
3170,control,0,10,6
3171,control,1,11,7
3172,control,0,8,8
3173,control,1,11,9
3174,control,2,9,10
3175,control,0,9,11
3176,control,2,6,12
3177,control,2,8,13
3178,control,0,6,14
3179,control,0,7,1
3180,control,1,7,2
3181,control,1,6,3
3182,control,1,10,4
3183,control,2,8,5
3184,control,3,10,6
3185,control,0,5,7
3186,control,0,12,8
3187,control,1,7,9
3188,control,0,9,10
3189,control,0,13,11
3190,control,1,8,12
3191,control,0,7,13
3192,control,0,8,14
3193,control,0,5,1
3194,control,0,8,2
3195,control,0,10,3
3196,control,1,10,4
3197,control,1,5,5
3198,control,0,6,6
3199,control,0,7,7
3200,control,1,4,8
3201,control,1,11,9
3202,control,0,7,10
3203,control,0,8,11
3204,control,1,9,12
3205,control,1,12,13
3206,control,1,7,14
3207,control,0,9,1
3208,control,1,7,2
3209,control,1,7,3
3210,control,0,6,4
3211,control,1,11,5
3212,control,1,11,6
3213,control,0,5,7
3214,control,0,8,8
3215,control,0,6,9
3216,control,1,8,10
3217,control,0,8,11
3218,control,1,8,12
3219,control,0,9,13
3220,control,1,9,14
3221,control,1,9,1
3222,control,2,9,2
3223,control,1,10,3
3224,control,2,13,4
3225,control,0,11,5
3226,control,0,6,6
3227,control,1,7,7
3228,control,2,10,8
3229,control,1,11,9
3230,control,1,10,10
3231,control,1,6,11
3232,control,0,8,12
3233,control,0,9,13
3234,control,2,9,14
3235,control,1,8,1
3236,control,0,9,2
3237,control,1,10,3
3238,control,0,6,4
3239,control,0,13,5
3240,control,1,7,6
3241,control,0,11,7
3242,control,0,5,8
3243,control,1,8,9
3244,control,0,9,10
3245,control,2,11,11
3246,control,0,11,12
3247,control,0,6,13
3248,control,0,3,14
3249,control,1,11,1
3250,control,1,7,2
3251,control,0,4,3
3252,control,1,8,4
3253,control,0,7,5
3254,control,3,13,6
3255,control,0,6,7
3256,control,0,8,8
3257,control,0,7,9
3258,control,1,5,10
3259,control,2,7,11
3260,control,3,10,12
3261,control,0,13,13
3262,control,1,9,14
3263,control,1,12,1
3264,control,0,7,2
3265,control,2,7,3
3266,control,1,6,4
3267,control,3,9,5
3268,control,0,9,6
3269,control,0,9,7
3270,control,1,9,8
3271,control,1,10,9
3272,control,2,8,10
3273,control,0,7,11
3274,control,1,7,12
3275,control,1,9,13
3276,control,0,7,14
3277,control,0,9,1
3278,control,2,9,2
3279,control,0,12,3
3280,control,3,8,4
3281,control,1,13,5
3282,control,0,10,6
3283,control,1,9,7
3284,control,0,8,8
3285,control,0,7,9
3286,control,1,7,10
3287,control,1,12,11
3288,control,0,11,12
3289,control,0,6,13
3290,control,0,6,14
3291,control,3,8,1
3292,control,1,8,2
3293,control,1,11,3
3294,control,1,10,4
3295,control,1,8,5
3296,control,1,8,6
3297,control,0,10,7
3298,control,0,7,8
3299,control,3,8,9
3300,control,1,8,10
3301,control,0,5,11
3302,control,0,8,12
3303,control,0,10,13
3304,control,0,9,14
3305,control,0,8,1
3306,control,0,7,2
3307,control,0,7,3
3308,control,0,9,4
3309,control,0,11,5
3310,control,0,8,6
3311,control,2,8,7
3312,control,0,8,8
3313,control,1,9,9
3314,control,0,9,10
3315,control,0,10,11
3316,control,0,7,12
3317,control,0,5,13
3318,control,1,12,14
3319,control,0,6,1
3320,control,0,9,2
3321,control,0,6,3
3322,control,1,7,4
3323,control,0,12,5
3324,control,1,12,6
3325,control,0,8,7
3326,control,0,8,8
3327,control,0,7,9
3328,control,0,9,10
3329,control,0,9,11
3330,control,0,8,12
3331,control,2,12,13
3332,control,1,8,14
3333,control,1,5,1
3334,control,0,7,2
3335,control,0,10,3
3336,control,1,6,4
3337,control,1,6,5
3338,control,0,7,6
3339,control,0,10,7
3340,control,1,10,8
3341,control,2,6,9
3342,control,1,10,10
3343,control,1,9,11
3344,control,0,10,12
3345,control,4,12,13
3346,control,1,6,14
3347,control,0,8,1
3348,control,2,6,2
3349,control,1,6,3
3350,control,1,7,4
3351,control,3,12,5
3352,control,1,11,6
3353,control,0,7,7
3354,control,0,7,8
3355,control,0,7,9
3356,control,0,7,10
3357,control,0,10,11
3358,control,0,9,12
3359,control,0,9,13
3360,control,2,9,14
3361,control,1,5,1
3362,control,0,8,2
3363,control,0,5,3
3364,control,0,8,4
3365,control,1,10,5
3366,control,2,11,6
3367,control,0,9,7
3368,control,1,7,8
3369,control,1,8,9
3370,control,0,7,10
3371,control,0,8,11
3372,control,0,9,12
3373,control,1,12,13
3374,control,1,12,14
3375,control,0,11,1
3376,control,2,13,2
3377,control,0,11,3
3378,control,1,12,4
3379,control,0,7,5
3380,control,0,7,6
3381,control,0,8,7
3382,control,0,10,8
3383,control,3,9,9
3384,control,0,8,10
3385,control,1,10,11
3386,control,1,10,12
3387,control,0,8,13
3388,control,1,6,14
3389,control,1,7,1
3390,control,1,8,2
3391,control,0,8,3
3392,control,0,4,4
3393,control,0,12,5
3394,control,1,6,6
3395,control,2,10,7
3396,control,1,10,8
3397,control,0,8,9
3398,control,2,6,10
3399,control,1,8,11
3400,control,0,9,12
3401,control,0,8,13
3402,control,0,9,14
3403,control,2,9,1
3404,control,2,9,2
3405,control,2,7,3
3406,control,1,11,4
3407,control,1,10,5
3408,control,1,12,6
3409,control,3,6,7
3410,control,1,5,8
3411,control,2,11,9
3412,control,1,10,10
3413,control,0,5,11
3414,control,0,5,12
3415,control,0,10,13
3416,control,1,10,14
3417,control,0,8,1
3418,control,1,5,2
3419,control,0,4,3
3420,control,0,8,4
3421,control,0,7,5
3422,control,1,11,6
3423,control,3,10,7
3424,control,0,5,8
3425,control,0,12,9
3426,control,2,10,10
3427,control,1,8,11
3428,control,0,7,12
3429,control,0,6,13
3430,control,0,6,14
3431,control,0,9,1
3432,control,1,7,2
3433,control,0,8,3
3434,control,1,8,4
3435,control,0,7,5
3436,control,1,10,6
3437,control,0,8,7
3438,control,2,10,8
3439,control,1,9,9
3440,control,1,10,10
3441,control,0,7,11
3442,control,0,9,12
3443,control,0,9,13
3444,control,0,8,14
3445,control,1,8,1
3446,control,0,6,2
3447,control,0,9,3
3448,control,1,8,4
3449,control,1,11,5
3450,control,0,8,6
3451,control,1,9,7
3452,control,1,9,8
3453,control,1,10,9
3454,control,0,9,10
3455,control,1,8,11
3456,control,2,7,12
3457,control,0,7,13
3458,control,0,6,14
3459,control,0,5,1
3460,control,1,5,2
3461,control,0,8,3
3462,control,0,6,4
3463,control,0,6,5
3464,control,2,10,6
3465,control,0,6,7
3466,control,1,10,8
3467,control,0,11,9
3468,control,2,9,10
3469,control,0,7,11
3470,control,0,9,12
3471,control,1,5,13
3472,control,1,12,14
3473,control,4,11,1
3474,control,0,12,2
3475,control,1,12,3
3476,control,0,7,4
3477,control,0,8,5
3478,control,1,8,6
3479,control,2,8,7
3480,control,0,11,8
3481,control,2,9,9
3482,control,1,11,10
3483,control,0,6,11
3484,control,0,6,12
3485,control,1,10,13
3486,control,1,8,14
3487,control,2,10,1
3488,control,0,9,2
3489,control,0,9,3
3490,control,0,4,4
3491,control,1,9,5
3492,control,0,8,6
3493,control,0,6,7
3494,control,1,11,8
3495,control,0,11,9
3496,control,1,3,10
3497,control,0,8,11
3498,control,0,8,12
3499,control,1,9,13
3500,control,2,8,14
3501,treatment,0,9,1
3502,treatment,3,11,2
3503,treatment,0,12,3
3504,treatment,0,8,4
3505,treatment,1,8,5
3506,treatment,1,12,6
3507,treatment,0,11,7
3508,treatment,1,9,8
3509,treatment,0,7,9
3510,treatment,0,7,10
3511,treatment,0,10,11
3512,treatment,2,9,12
3513,treatment,0,8,13
3514,treatment,0,9,14
3515,treatment,0,7,1
3516,treatment,2,7,2
3517,treatment,1,8,3
3518,treatment,1,7,4
3519,treatment,0,5,5
3520,treatment,2,11,6
3521,treatment,0,6,7
3522,treatment,0,7,8
3523,treatment,1,6,9
3524,treatment,2,6,10
3525,treatment,2,6,11
3526,treatment,1,8,12
3527,treatment,3,9,13
3528,treatment,1,9,14
3529,treatment,0,9,1
3530,treatment,0,8,2
3531,treatment,2,4,3
3532,treatment,2,9,4
3533,treatment,1,11,5
3534,treatment,0,7,6
3535,treatment,1,8,7
3536,treatment,1,5,8
3537,treatment,3,9,9
3538,treatment,0,6,10
3539,treatment,1,10,11
3540,treatment,1,9,12
3541,treatment,3,10,13
3542,treatment,0,13,14
3543,treatment,1,5,1
3544,treatment,1,8,2
3545,treatment,0,4,3
3546,treatment,2,10,4
3547,treatment,1,7,5
3548,treatment,0,9,6
3549,treatment,0,7,7
3550,treatment,1,5,8
3551,treatment,1,5,9
3552,treatment,1,5,10
3553,treatment,0,9,11
3554,treatment,1,8,12
3555,treatment,0,6,13
3556,treatment,1,9,14
3557,treatment,1,7,1
3558,treatment,1,10,2
3559,treatment,0,10,3
3560,treatment,1,8,4
3561,treatment,0,9,5
3562,treatment,1,11,6
3563,treatment,0,8,7
3564,treatment,2,9,8
3565,treatment,0,7,9
3566,treatment,2,10,10
3567,treatment,0,6,11
3568,treatment,0,9,12
3569,treatment,0,7,13
3570,treatment,2,7,14
3571,treatment,0,10,1
3572,treatment,1,9,2
3573,treatment,0,9,3
3574,treatment,0,11,4
3575,treatment,1,7,5
3576,treatment,2,12,6
3577,treatment,2,9,7
3578,treatment,0,7,8
3579,treatment,1,10,9
3580,treatment,2,12,10
3581,treatment,0,8,11
3582,treatment,0,11,12
3583,treatment,0,7,13
3584,treatment,0,9,14
3585,treatment,0,9,1
3586,treatment,2,9,2
3587,treatment,2,9,3
3588,treatment,2,8,4
3589,treatment,0,6,5
3590,treatment,0,5,6
3591,treatment,2,14,7
3592,treatment,0,9,8
3593,treatment,1,7,9
3594,treatment,0,7,10
3595,treatment,0,6,11
3596,treatment,1,7,12
3597,treatment,0,8,13
3598,treatment,0,4,14
3599,treatment,0,11,1
3600,treatment,3,10,2
3601,treatment,1,11,3
3602,treatment,0,12,4
3603,treatment,4,7,5
3604,treatment,0,8,6
3605,treatment,0,6,7
3606,treatment,2,10,8
3607,treatment,1,8,9
3608,treatment,0,9,10
3609,treatment,1,5,11
3610,treatment,0,11,12
3611,treatment,0,3,13
3612,treatment,2,6,14
3613,treatment,1,7,1
3614,treatment,0,12,2
3615,treatment,1,8,3
3616,treatment,1,7,4
3617,treatment,0,9,5
3618,treatment,2,11,6
3619,treatment,1,6,7
3620,treatment,1,5,8
3621,treatment,1,10,9
3622,treatment,3,10,10
3623,treatment,1,5,11
3624,treatment,1,7,12
3625,treatment,0,7,13
3626,treatment,0,7,14
3627,treatment,1,11,1
3628,treatment,2,3,2
3629,treatment,0,12,3
3630,treatment,1,8,4
3631,treatment,1,9,5
3632,treatment,1,10,6
3633,treatment,0,6,7
3634,treatment,1,11,8
3635,treatment,0,8,9
3636,treatment,1,10,10
3637,treatment,2,9,11
3638,treatment,1,8,12
3639,treatment,1,9,13
3640,treatment,2,10,14
3641,treatment,2,7,1
3642,treatment,0,3,2
3643,treatment,0,8,3
3644,treatment,1,8,4
3645,treatment,2,6,5
3646,treatment,5,11,6
3647,treatment,0,9,7
3648,treatment,1,5,8
3649,treatment,1,9,9
3650,treatment,2,10,10
3651,treatment,0,7,11
3652,treatment,1,13,12
3653,treatment,1,8,13
3654,treatment,0,9,14
3655,treatment,0,6,1
3656,treatment,1,8,2
3657,treatment,2,10,3
3658,treatment,1,9,4
3659,treatment,1,10,5
3660,treatment,1,6,6
3661,treatment,2,10,7
3662,treatment,2,13,8
3663,treatment,2,8,9
3664,treatment,2,11,10
3665,treatment,2,5,11
3666,treatment,1,9,12
3667,treatment,1,7,13
3668,treatment,0,8,14
3669,treatment,0,6,1
3670,treatment,0,6,2
3671,treatment,2,9,3
3672,treatment,1,8,4
3673,treatment,1,6,5
3674,treatment,0,7,6
3675,treatment,0,5,7
3676,treatment,0,11,8
3677,treatment,0,6,9
3678,treatment,1,8,10
3679,treatment,1,10,11
3680,treatment,0,7,12
3681,treatment,1,9,13
3682,treatment,1,12,14
3683,treatment,1,7,1
3684,treatment,1,9,2
3685,treatment,2,11,3
3686,treatment,2,8,4
3687,treatment,1,12,5
3688,treatment,1,7,6
3689,treatment,1,6,7
3690,treatment,3,9,8
3691,treatment,1,6,9
3692,treatment,2,9,10
3693,treatment,0,3,11
3694,treatment,0,3,12
3695,treatment,0,8,13
3696,treatment,2,8,14
3697,treatment,1,7,1
3698,treatment,0,7,2
3699,treatment,2,11,3
3700,treatment,2,11,4
3701,treatment,0,9,5
3702,treatment,2,8,6
3703,treatment,1,9,7
3704,treatment,0,8,8
3705,treatment,0,8,9
3706,treatment,0,10,10
3707,treatment,3,10,11
3708,treatment,0,8,12
3709,treatment,0,6,13
3710,treatment,2,10,14
3711,treatment,2,7,1
3712,treatment,0,10,2
3713,treatment,1,8,3
3714,treatment,2,12,4
3715,treatment,1,9,5
3716,treatment,0,8,6
3717,treatment,1,9,7
3718,treatment,0,5,8
3719,treatment,1,6,9
3720,treatment,1,11,10
3721,treatment,0,9,11
3722,treatment,1,7,12
3723,treatment,2,10,13
3724,treatment,1,8,14
3725,treatment,1,11,1
3726,treatment,1,7,2
3727,treatment,1,8,3
3728,treatment,0,5,4
3729,treatment,2,8,5
3730,treatment,0,9,6
3731,treatment,0,8,7
3732,treatment,0,8,8
3733,treatment,1,7,9
3734,treatment,1,8,10
3735,treatment,0,6,11
3736,treatment,0,8,12
3737,treatment,1,10,13
3738,treatment,1,10,14
3739,treatment,0,6,1
3740,treatment,0,8,2
3741,treatment,1,6,3
3742,treatment,0,7,4
3743,treatment,0,8,5
3744,treatment,0,6,6
3745,treatment,3,6,7
3746,treatment,0,12,8
3747,treatment,2,10,9
3748,treatment,1,8,10
3749,treatment,1,8,11
3750,treatment,1,9,12
3751,treatment,0,4,13
3752,treatment,3,11,14
3753,treatment,0,6,1
3754,treatment,0,6,2
3755,treatment,1,10,3
3756,treatment,0,8,4
3757,treatment,2,8,5
3758,treatment,3,8,6
3759,treatment,1,8,7
3760,treatment,0,10,8
3761,treatment,1,10,9
3762,treatment,0,9,10
3763,treatment,0,9,11
3764,treatment,0,6,12
3765,treatment,0,10,13
3766,treatment,2,9,14
3767,treatment,0,6,1
3768,treatment,0,11,2
3769,treatment,0,8,3
3770,treatment,1,11,4
3771,treatment,3,9,5
3772,treatment,0,10,6
3773,treatment,2,11,7
3774,treatment,0,8,8
3775,treatment,1,9,9
3776,treatment,1,7,10
3777,treatment,1,5,11
3778,treatment,3,6,12
3779,treatment,1,7,13
3780,treatment,1,8,14
3781,treatment,1,6,1
3782,treatment,2,7,2
3783,treatment,0,10,3
3784,treatment,0,7,4
3785,treatment,4,9,5
3786,treatment,1,9,6
3787,treatment,2,9,7
3788,treatment,0,6,8
3789,treatment,2,10,9
3790,treatment,0,6,10
3791,treatment,2,9,11
3792,treatment,0,8,12
3793,treatment,1,5,13
3794,treatment,2,11,14
3795,treatment,0,8,1
3796,treatment,1,6,2
3797,treatment,1,9,3
3798,treatment,0,9,4
3799,treatment,0,10,5
3800,treatment,1,12,6
3801,treatment,1,8,7
3802,treatment,0,8,8
3803,treatment,0,7,9
3804,treatment,1,8,10
3805,treatment,1,6,11
3806,treatment,1,7,12
3807,treatment,0,6,13
3808,treatment,0,7,14
3809,treatment,0,6,1
3810,treatment,1,9,2
3811,treatment,1,9,3
3812,treatment,1,7,4
3813,treatment,1,5,5
3814,treatment,3,11,6
3815,treatment,2,9,7
3816,treatment,0,8,8
3817,treatment,0,8,9
3818,treatment,4,12,10
3819,treatment,1,7,11
3820,treatment,1,9,12
3821,treatment,2,10,13
3822,treatment,1,9,14
3823,treatment,0,10,1
3824,treatment,1,6,2
3825,treatment,1,5,3
3826,treatment,1,5,4
3827,treatment,1,6,5
3828,treatment,0,10,6
3829,treatment,2,7,7
3830,treatment,1,7,8
3831,treatment,1,11,9
3832,treatment,1,7,10
3833,treatment,1,7,11
3834,treatment,2,7,12
3835,treatment,1,8,13
3836,treatment,0,5,14
3837,treatment,1,9,1
3838,treatment,2,10,2
3839,treatment,1,10,3
3840,treatment,2,8,4
