user_id,variant,arpu,day,time_on_site
5217,treatment,155.88,9,167.2
5218,treatment,192.3,10,117.3
5219,treatment,212.67,11,160.8
5220,treatment,0,12,266.6
5221,treatment,198.95,13,206.2
5222,treatment,98.21,14,179.3
5223,treatment,0,1,220.6
5224,treatment,107.17,2,231.6
5225,treatment,146.04,3,120.8
5226,treatment,217.93,4,143.8
5227,treatment,0,5,177.2
5228,treatment,176.7,6,212.0
5229,treatment,22.26,7,200.5
5230,treatment,45.74,8,210.7
5231,treatment,169.45,9,232.8
5232,treatment,271.56,10,100.5
5233,treatment,182.21,11,229.6
5234,treatment,285.38,12,199.8
5235,treatment,105.88,13,177.0
5236,treatment,104.51,14,192.8
5237,treatment,0,1,257.5
5238,treatment,106.85,2,153.5
5239,treatment,140.36,3,194.2
5240,treatment,111.55,4,158.1
5241,treatment,203.87,5,223.9
5242,treatment,114.86,6,301.8
5243,treatment,97.45,7,259.4
5244,treatment,0,8,286.0
5245,treatment,149.84,9,142.4
5246,treatment,3.46,10,89.3
5247,treatment,40.37,11,80.1
5248,treatment,68.65,12,200.3
5249,treatment,38.96,13,237.5
5250,treatment,190.86,14,165.3
5251,treatment,160.16,1,114.4
5252,treatment,134.16,2,94.9
5253,treatment,42.37,3,38.0
5254,treatment,22.39,4,183.0
5255,treatment,204.72,5,126.3
5256,treatment,34.17,6,135.8
5257,treatment,199.33,7,180.1
5258,treatment,98.47,8,184.6
5259,treatment,144.82,9,254.0
5260,treatment,0,10,142.0
5261,treatment,55.32,11,147.9
5262,treatment,142.36,12,230.1
5263,treatment,74.64,13,195.3
5264,treatment,224.22,14,180.6
5265,treatment,260.25,1,126.3
5266,treatment,41.98,2,217.1
5267,treatment,166.19,3,131.1
5268,treatment,0,4,162.1
5269,treatment,108.3,5,116.1
5270,treatment,126.67,6,116.2
5271,treatment,66.88,7,74.8
5272,treatment,34.39,8,119.5
5273,treatment,117.84,9,174.9
5274,treatment,98.8,10,153.0
5275,treatment,84.87,11,256.4
5276,treatment,58.63,12,169.9
5277,treatment,152.03,13,139.7
5278,treatment,9.45,14,227.3
5279,treatment,135.79,1,125.2
5280,treatment,141.75,2,150.5
5281,treatment,25.06,3,176.2
5282,treatment,142.33,4,83.0
5283,treatment,125.28,5,201.6
5284,treatment,128.78,6,158.4
5285,treatment,104.57,7,138.5
5286,treatment,104.57,8,168.9
5287,treatment,82.01,9,221.1
5288,treatment,86.51,10,170.4
5289,treatment,158.19,11,142.5
5290,treatment,47.22,12,175.8
5291,treatment,131.4,13,237.5
5292,treatment,121.02,14,108.9
5293,treatment,230.0,1,174.4
5294,treatment,121.27,2,273.6
5295,treatment,71.73,3,138.0
5296,treatment,111.91,4,201.4
5297,treatment,84.74,5,244.2
5298,treatment,114.3,6,199.4
5299,treatment,48.02,7,190.1
5300,treatment,258.9,8,203.4
5301,treatment,158.74,9,165.3
5302,treatment,241.77,10,222.1
5303,treatment,91.2,11,74.3
5304,treatment,25.62,12,174.4
5305,treatment,135.24,13,225.1
5306,treatment,199.18,14,141.9
5307,treatment,210.83,1,169.8
5308,treatment,199.51,2,229.9
5309,treatment,151.73,3,170.3
5310,treatment,142.81,4,216.2
5311,treatment,116.26,5,221.9
5312,treatment,56.31,6,74.6
5313,treatment,166.17,7,159.8
5314,treatment,135.7,8,120.3
5315,treatment,120.86,9,219.8
5316,treatment,103.8,10,221.9
5317,treatment,115.49,11,213.2
5318,treatment,146.83,12,161.2
5319,treatment,6.87,13,214.8
5320,treatment,114.12,14,159.6
5321,treatment,28.28,1,172.2
5322,treatment,0,2,58.7
5323,treatment,126.97,3,154.1
5324,treatment,79.87,4,235.3
5325,treatment,64.08,5,235.7
5326,treatment,199.78,6,209.7
5327,treatment,34.77,7,90.7
5328,treatment,9.36,8,245.2
5329,treatment,214.44,9,203.8
5330,treatment,207.72,10,120.7
5331,treatment,36.34,11,177.8
5332,treatment,150.8,12,223.8
5333,treatment,270.42,13,135.9
5334,treatment,34.45,14,118.8
5335,treatment,37.8,1,187.5
5336,treatment,61.04,2,116.5
5337,treatment,0,3,197.7
5338,treatment,0,4,107.7
5339,treatment,24.97,5,198.2
5340,treatment,101.27,6,186.4
5341,treatment,102.67,7,308.2
5342,treatment,114.96,8,293.5
5343,treatment,141.3,9,232.6
5344,treatment,62.5,10,179.2
5345,treatment,103.64,11,203.5
5346,treatment,115.21,12,219.9
5347,treatment,115.35,13,163.5
5348,treatment,108.28,14,234.7
5349,treatment,142.02,1,163.8
5350,treatment,158.65,2,320.0
5351,treatment,120.3,3,223.3
5352,treatment,74.66,4,149.2
5353,treatment,137.36,5,233.2
5354,treatment,253.82,6,180.1
5355,treatment,145.99,7,197.7
5356,treatment,144.07,8,244.1
5357,treatment,211.14,9,132.1
5358,treatment,170.08,10,217.4
5359,treatment,241.77,11,145.4
5360,treatment,142.3,12,136.8
5361,treatment,142.79,13,296.4
5362,treatment,43.78,14,80.9
5363,treatment,168.51,1,236.1
5364,treatment,240.03,2,225.9
5365,treatment,119.63,3,250.3
5366,treatment,96.05,4,167.8
5367,treatment,211.53,5,250.5
5368,treatment,49.6,6,92.2
5369,treatment,121.21,7,259.4
5370,treatment,52.17,8,150.6
5371,treatment,0,9,153.1
5372,treatment,107.01,10,67.2
5373,treatment,126.96,11,169.9
5374,treatment,103.08,12,283.7
5375,treatment,74.51,13,80.8
5376,treatment,187.77,14,17.1
5377,treatment,122.21,1,263.8
5378,treatment,29.05,2,137.7
5379,treatment,257.65,3,249.2
5380,treatment,219.6,4,120.8
5381,treatment,137.53,5,265.1
5382,treatment,203.49,6,161.0
5383,treatment,41.74,7,179.1
5384,treatment,189.97,8,104.5
5385,treatment,234.06,9,134.1
5386,treatment,267.21,10,151.4
5387,treatment,157.94,11,134.2
5388,treatment,103.6,12,139.6
5389,treatment,0,13,127.0
5390,treatment,106.64,14,233.1
5391,treatment,40.75,1,137.5
5392,treatment,77.93,2,248.8
5393,treatment,81.66,3,205.0
5394,treatment,92.66,4,29.6
5395,treatment,0,5,165.3
5396,treatment,0,6,128.1
5397,treatment,78.54,7,241.4
5398,treatment,88.55,8,220.1
5399,treatment,150.51,9,222.5
5400,treatment,0,10,188.9
5401,treatment,216.9,11,116.4
5402,treatment,140.21,12,290.4
5403,treatment,19.6,13,168.6
5404,treatment,20.7,14,212.9
5405,treatment,122.74,1,114.2
5406,treatment,95.37,2,192.3
5407,treatment,16.62,3,129.5
5408,treatment,144.19,4,132.0
5409,treatment,0,5,218.1
5410,treatment,4.84,6,83.1
5411,treatment,47.64,7,235.1
5412,treatment,3.84,8,186.4
5413,treatment,213.65,9,130.2
5414,treatment,77.39,10,159.3
5415,treatment,0,11,137.6
5416,treatment,196.56,12,158.3
5417,treatment,167.64,13,275.2
5418,treatment,0.89,14,286.0
5419,treatment,133.12,1,151.9
5420,treatment,206.49,2,263.5
5421,treatment,77.71,3,176.3
5422,treatment,59.98,4,160.5
5423,treatment,234.63,5,214.4
5424,treatment,0,6,130.1
5425,treatment,184.05,7,254.1
5426,treatment,16.67,8,201.9
5427,treatment,175.74,9,175.5
5428,treatment,1.35,10,221.1
5429,treatment,133.07,11,203.6
5430,treatment,142.96,12,151.2
5431,treatment,18.45,13,114.6
5432,treatment,128.36,14,224.2
5433,treatment,64.67,1,240.3
5434,treatment,188.12,2,149.5
5435,treatment,138.29,3,179.8
5436,treatment,155.73,4,143.0
5437,treatment,108.3,5,213.3
5438,treatment,183.05,6,230.0
5439,treatment,136.44,7,209.0
5440,treatment,91.72,8,172.7
5441,treatment,158.06,9,171.3
5442,treatment,94.18,10,70.0
5443,treatment,120.65,11,219.7
5444,treatment,33.16,12,75.0
5445,treatment,163.29,13,110.4
5446,treatment,109.8,14,304.8
5447,treatment,225.86,1,131.0
5448,treatment,46.2,2,122.5
5449,treatment,143.68,3,155.6
5450,treatment,62.61,4,167.8
5451,treatment,74.23,5,141.8
5452,treatment,190.15,6,139.3
5453,treatment,11.03,7,237.7
5454,treatment,140.69,8,125.1
5455,treatment,181.51,9,182.0
5456,treatment,119.92,10,285.3
5457,treatment,22.26,11,293.7
5458,treatment,166.74,12,162.0
5459,treatment,183.17,13,199.1
5460,treatment,141.46,14,312.3
5461,treatment,53.45,1,268.5
5462,treatment,96.29,2,185.5
5463,treatment,121.35,3,198.0
5464,treatment,259.26,4,174.2
5465,treatment,191.59,5,196.6
5466,treatment,180.98,6,156.6
5467,treatment,145.96,7,203.0
5468,treatment,5.12,8,168.4
5469,treatment,135.33,9,201.4
5470,treatment,135.95,10,187.7
5471,treatment,187.43,11,93.8
5472,treatment,80.59,12,187.7
5473,treatment,292.41,13,190.9
5474,treatment,65.91,14,188.7
5475,treatment,36.22,1,233.1
5476,treatment,0,2,224.7
5477,treatment,38.49,3,239.5
5478,treatment,216.37,4,97.0
5479,treatment,24.64,5,189.7
5480,treatment,190.79,6,235.2
5481,treatment,67.58,7,242.6
5482,treatment,169.27,8,279.0
5483,treatment,90.56,9,69.4
5484,treatment,8.01,10,95.3
5485,treatment,83.5,11,170.2
5486,treatment,74.74,12,180.2
5487,treatment,0,13,220.7
5488,treatment,4.9,14,132.1
5489,treatment,103.37,1,140.2
5490,treatment,121.02,2,270.1
5491,treatment,65.3,3,192.6
5492,treatment,52.76,4,218.1
5493,treatment,225.73,5,151.1
5494,treatment,0,6,189.9
5495,treatment,193.2,7,87.6
5496,treatment,80.97,8,125.4
5497,treatment,190.25,9,155.7
5498,treatment,44.28,10,216.2
5499,treatment,164.27,11,118.9
5500,treatment,198.9,12,233.4
5501,treatment,142.3,13,98.5
5502,treatment,331.38,14,261.6
5503,treatment,75.71,1,73.7
5504,treatment,0,2,84.2
5505,treatment,52.08,3,183.8
5506,treatment,218.22,4,157.4
5507,treatment,174.0,5,161.7
5508,treatment,110.1,6,258.7
5509,treatment,143.15,7,260.2
5510,treatment,106.97,8,171.5
5511,treatment,153.02,9,97.2
5512,treatment,177.27,10,275.6
5513,treatment,228.17,11,187.7
5514,treatment,0,12,176.7
5515,treatment,0,13,79.7
5516,treatment,87.76,14,139.8
5517,treatment,4.18,1,146.9
5518,treatment,49.64,2,176.4
5519,treatment,0,3,121.0
5520,treatment,141.94,4,189.3
5521,treatment,222.76,5,124.8
5522,treatment,154.57,6,178.5
5523,treatment,76.48,7,241.8
5524,treatment,236.2,8,189.5
5525,treatment,153.76,9,173.1
5526,treatment,20.79,10,181.8
5527,treatment,206.75,11,194.1
5528,treatment,202.11,12,207.8
5529,treatment,0,13,171.8
5530,treatment,130.2,14,234.2
5531,treatment,150.53,1,227.7
5532,treatment,99.68,2,197.7
5533,treatment,96.03,3,143.5
5534,treatment,159.14,4,268.4
5535,treatment,23.03,5,217.1
5536,treatment,103.29,6,261.6
5537,treatment,330.5,7,172.4
5538,treatment,0,8,214.7
5539,treatment,136.26,9,228.7
5540,treatment,51.62,10,130.0
5541,treatment,200.29,11,194.3
5542,treatment,149.19,12,111.2
5543,treatment,51.76,13,129.9
5544,treatment,44.52,14,234.2
5545,treatment,152.21,1,85.9
5546,treatment,93.35,2,96.6
5547,treatment,167.43,3,65.2
5548,treatment,68.64,4,155.6
5549,treatment,249.94,5,312.0
5550,treatment,0,6,194.9
5551,treatment,20.33,7,208.6
5552,treatment,100.15,8,172.1
5553,treatment,66.66,9,229.5
5554,treatment,95.4,10,162.2
5555,treatment,165.58,11,264.1
5556,treatment,45.88,12,182.4
5557,treatment,157.42,13,67.8
5558,treatment,165.75,14,138.0
5559,treatment,11.26,1,155.4
5560,treatment,136.95,2,193.6
5561,treatment,5.86,3,203.9
5562,treatment,64.68,4,175.6
5563,treatment,112.76,5,110.4
5564,treatment,124.64,6,70.2
5565,treatment,70.72,7,241.1
5566,treatment,115.97,8,188.4
5567,treatment,128.96,9,189.0
5568,treatment,212.46,10,10
5569,treatment,129.13,11,156.0
5570,treatment,118.34,12,130.9
5571,treatment,102.28,13,212.5
5572,treatment,127.52,14,200.8
5573,treatment,128.55,1,301.8
5574,treatment,41.28,2,211.0
5575,treatment,0,3,83.6
5576,treatment,181.09,4,282.4
5577,treatment,192.75,5,137.6
5578,treatment,202.91,6,219.4
5579,treatment,43.42,7,169.0
5580,treatment,206.49,8,283.7
5581,treatment,73.07,9,67.6
5582,treatment,0,10,168.6
5583,treatment,175.41,11,316.9
5584,treatment,90.97,12,90.0
5585,treatment,0,13,123.5
5586,treatment,42.15,14,207.8
5587,treatment,71.86,1,111.3
5588,treatment,327.37,2,219.7
5589,treatment,174.41,3,60.4
5590,treatment,33.81,4,76.3
5591,treatment,158.85,5,135.1
5592,treatment,146.33,6,162.0
5593,treatment,148.77,7,123.1
5594,treatment,234.9,8,246.8
5595,treatment,24.36,9,215.1
5596,treatment,127.66,10,64.5
5597,treatment,29.26,11,77.3
5598,treatment,250.84,12,58.3
5599,treatment,31.09,13,205.8
5600,treatment,71.57,14,180.7
5601,treatment,123.33,1,143.3
5602,treatment,156.82,2,266.9
5603,treatment,0,3,180.9
5604,treatment,200.86,4,135.2
5605,treatment,166.73,5,248.9
5606,treatment,62.09,6,281.4
5607,treatment,150.63,7,172.7
5608,treatment,48.42,8,114.3
5609,treatment,0,9,181.4
5610,treatment,85.83,10,203.5
5611,treatment,45.06,11,194.6
5612,treatment,0,12,222.4
5613,treatment,165.61,13,191.2
5614,treatment,117.28,14,277.1
5615,treatment,137.07,1,245.7
5616,treatment,38.57,2,165.1
5617,treatment,79.96,3,166.8
5618,treatment,88.51,4,147.2
5619,treatment,174.6,5,241.4
5620,treatment,53.11,6,220.3
5621,treatment,61.23,7,169.9
5622,treatment,47.79,8,261.6
5623,treatment,5.66,9,235.3
5624,treatment,21.56,10,120.2
5625,treatment,29.25,11,164.7
5626,treatment,139.65,12,217.2
5627,treatment,78.24,13,186.2
5628,treatment,34.01,14,98.6
5629,treatment,138.36,1,76.2
5630,treatment,117.25,2,24.3
5631,treatment,0,3,153.4
5632,treatment,150.26,4,158.4
5633,treatment,0,5,257.7
5634,treatment,73.74,6,226.5
5635,treatment,83.37,7,104.2
5636,treatment,19.44,8,135.3
5637,treatment,252.88,9,157.0
5638,treatment,118.6,10,212.0
5639,treatment,110.25,11,131.7
5640,treatment,115.94,12,159.8
5641,treatment,0,13,200.9
5642,treatment,262.34,14,99.8
5643,treatment,0,1,213.3
5644,treatment,0,2,50.8
5645,treatment,55.99,3,185.3
5646,treatment,0,4,172.8
5647,treatment,102.02,5,208.7
5648,treatment,153.25,6,248.9
5649,treatment,74.66,7,237.2
5650,treatment,92.52,8,156.5
5651,treatment,80.87,9,248.4
5652,treatment,83.17,10,138.1
5653,treatment,0,11,209.5
5654,treatment,166.26,12,129.2
5655,treatment,240.9,13,161.6
5656,treatment,179.93,14,125.7
5657,treatment,180.55,1,145.5
5658,treatment,144.96,2,138.7
5659,treatment,99.54,3,237.4
5660,treatment,65.91,4,194.8
5661,treatment,153.77,5,166.6
5662,treatment,95.13,6,264.1
5663,treatment,68.23,7,225.2
5664,treatment,203.44,8,102.8
5665,treatment,58.38,9,262.9
5666,treatment,150.78,10,256.0
5667,treatment,117.02,11,123.2
5668,treatment,229.31,12,194.9
5669,treatment,80.74,13,131.3
5670,treatment,66.52,14,265.9
5671,treatment,164.06,1,186.2
5672,treatment,98.69,2,243.9
5673,treatment,59.03,3,43.2
5674,treatment,39.95,4,136.0
5675,treatment,33.96,5,247.6
5676,treatment,23.84,6,71.8
5677,treatment,30.23,7,70.7
5678,treatment,254.49,8,154.0
5679,treatment,188.75,9,97.1
5680,treatment,58.13,10,184.2
5681,treatment,56.88,11,48.4
5682,treatment,74.77,12,189.8
5683,treatment,0,13,151.4
5684,treatment,127.4,14,229.0
5685,treatment,73.04,1,192.7
5686,treatment,42.78,2,256.1
5687,treatment,191.5,3,193.4
5688,treatment,86.91,4,193.8
5689,treatment,91.37,5,201.5
5690,treatment,173.87,6,166.5
5691,treatment,42.22,7,221.4
5692,treatment,46.09,8,183.6
5693,treatment,17.44,9,264.8
5694,treatment,85.9,10,178.1
5695,treatment,0,11,216.7
5696,treatment,202.67,12,197.5
5697,treatment,354.51,13,179.4
5698,treatment,170.14,14,236.7
5699,treatment,4.91,1,185.6
5700,treatment,133.62,2,271.4
5701,treatment,134.77,3,115.0
5702,treatment,147.41,4,212.9
5703,treatment,32.89,5,108.3
5704,treatment,142.63,6,247.8
5705,treatment,195.05,7,169.7
5706,treatment,83.41,8,132.7
5707,treatment,203.87,9,248.9
5708,treatment,166.07,10,210.9
5709,treatment,256.18,11,192.6
5710,treatment,204.91,12,76.7
5711,treatment,88.71,13,189.0
5712,treatment,144.82,14,193.4
5713,treatment,62.49,1,290.8
5714,treatment,48.68,2,117.4
5715,treatment,83.38,3,266.5
5716,treatment,59.91,4,117.5
5717,treatment,211.66,5,196.1
5718,treatment,134.28,6,153.0
5719,treatment,0,7,183.2
5720,treatment,124.79,8,92.5
5721,treatment,221.92,9,235.0
5722,treatment,61.2,10,183.5
5723,treatment,207.36,11,84.6
5724,treatment,39.0,12,137.7
5725,treatment,0,13,147.8
5726,treatment,154.83,14,109.3
5727,treatment,227.2,1,209.6
5728,treatment,213.77,2,163.0
5729,treatment,79.66,3,197.3
5730,treatment,58.34,4,194.8
5731,treatment,77.03,5,162.4
5732,treatment,0,6,286.0
5733,treatment,47.0,7,41.8
5734,treatment,130.9,8,248.5
5735,treatment,78.42,9,99.1
5736,treatment,69.92,10,286.7
5737,treatment,39.2,11,237.8
5738,treatment,126.92,12,176.9
5739,treatment,125.89,13,229.1
5740,treatment,0,14,200.1
5741,treatment,222.17,1,286.1
5742,treatment,125.68,2,163.5
5743,treatment,11.6,3,212.1
5744,treatment,154.54,4,154.5
5745,treatment,152.32,5,238.0
5746,treatment,156.37,6,104.1
5747,treatment,231.31,7,230.4
5748,treatment,307.71,8,179.3
5749,treatment,18.08,9,343.2
5750,treatment,197.14,10,151.5
5751,treatment,235.11,11,212.9
5752,treatment,127.8,12,217.0
5753,treatment,113.48,13,238.6
5754,treatment,229.48,14,177.2
5755,treatment,0,1,221.7
5756,treatment,34.34,2,247.2
5757,treatment,0,3,172.0
5758,treatment,154.34,4,153.2
5759,treatment,143.47,5,76.2
5760,treatment,243.49,6,234.3
5761,treatment,68.88,7,81.6
5762,treatment,103.41,8,161.9
5763,treatment,172.64,9,161.2
5764,treatment,84.42,10,221.6
5765,treatment,157.74,11,163.4
5766,treatment,248.69,12,305.6
5767,treatment,0,13,262.8
5768,treatment,25.71,14,108.1
5769,treatment,5.91,1,248.1
5770,treatment,323.98,2,197.1
5771,treatment,90.77,3,225.1
5772,treatment,0,4,126.8
5773,treatment,81.6,5,164.5
5774,treatment,113.29,6,348.6
5775,treatment,0,7,257.6
5776,treatment,174.62,8,199.7
5777,treatment,113.11,9,173.2
5778,treatment,103.11,10,224.2
5779,treatment,0,11,164.0
5780,treatment,0,12,272.2
5781,treatment,172.11,13,219.9
5782,treatment,91.93,14,150.3
5783,treatment,0,1,172.0
5784,treatment,133.87,2,179.9
5785,treatment,0.64,3,176.3
5786,treatment,90.44,4,173.6
5787,treatment,25.27,5,138.8
5788,treatment,110.28,6,96.9
5789,treatment,42.76,7,189.8
5790,treatment,212.8,8,217.8
5791,treatment,187.63,9,164.0
5792,treatment,82.06,10,150.0
5793,treatment,259.23,11,97.4
5794,treatment,54.6,12,184.5
5795,treatment,71.69,13,117.9
5796,treatment,96.36,14,206.4
5797,treatment,113.41,1,165.9
5798,treatment,198.18,2,283.6
5799,treatment,220.56,3,277.3
5800,treatment,140.2,4,117.3
5801,treatment,122.35,5,298.2
5802,treatment,97.06,6,231.7
5803,treatment,106.67,7,58.8
5804,treatment,12.97,8,26.8
5805,treatment,310.54,9,202.6
5806,treatment,161.48,10,112.7
5807,treatment,44.73,11,223.6
5808,treatment,80.87,12,137.7
5809,treatment,187.05,13,124.8
5810,treatment,0,14,105.3
5811,treatment,195.33,1,195.6
5812,treatment,5.24,2,228.3
5813,treatment,192.82,3,182.3
5814,treatment,42.16,4,133.7
5815,treatment,128.49,5,332.2
5816,treatment,0,6,161.0
5817,treatment,0,7,250.9
5818,treatment,158.81,8,133.9
5819,treatment,94.49,9,211.2
5820,treatment,82.27,10,178.3
5821,treatment,39.79,11,285.7
5822,treatment,0,12,284.8
5823,treatment,84.89,13,198.6
5824,treatment,48.73,14,165.2
5825,treatment,232.63,1,86.9
5826,treatment,64.93,2,70.5
5827,treatment,46.41,3,143.1
5828,treatment,50.55,4,183.5
5829,treatment,0,5,223.2
5830,treatment,213.11,6,173.3
5831,treatment,175.18,7,196.0
5832,treatment,237.52,8,211.1
5833,treatment,156.45,9,176.6
5834,treatment,200.38,10,188.8
5835,treatment,0,11,72.9
5836,treatment,197.14,12,186.2
5837,treatment,85.13,13,212.9
5838,treatment,121.58,14,178.6
5839,treatment,78.28,1,137.6
5840,treatment,195.2,2,166.2
5841,treatment,81.24,3,163.1
5842,treatment,143.11,4,186.8
5843,treatment,87.99,5,251.2
5844,treatment,88.46,6,177.4
5845,treatment,46.89,7,196.8
5846,treatment,89.23,8,199.4
5847,treatment,82.18,9,287.9
5848,treatment,127.91,10,225.7
5849,treatment,172.57,11,146.6
5850,treatment,82.95,12,231.2
5851,treatment,11.48,13,155.2
5852,treatment,18.44,14,75.8
5853,treatment,99.59,1,270.1
5854,treatment,125.98,2,131.1
5855,treatment,192.84,3,155.0
5856,treatment,159.23,4,178.8
5857,treatment,35.05,5,187.0
5858,treatment,210.42,6,178.5
5859,treatment,85.94,7,83.7
5860,treatment,118.69,8,193.9
5861,treatment,2.39,9,171.0
5862,treatment,88.96,10,210.1
5863,treatment,61.86,11,250.9
5864,treatment,148.57,12,158.7
5865,treatment,95.6,13,240.2
5866,treatment,241.23,14,128.8
5867,treatment,140.9,1,115.7
5868,treatment,129.12,2,106.2
5869,treatment,150.56,3,141.0
5870,treatment,73.68,4,190.5
5871,treatment,191.42,5,207.1
5872,treatment,32.16,6,342.4
5873,treatment,95.93,7,141.5
5874,treatment,262.62,8,236.4
5875,treatment,100.8,9,174.1
5876,treatment,81.77,10,267.4
5877,treatment,300.88,11,188.5
5878,treatment,210.22,12,182.5
5879,treatment,137.14,13,233.4
5880,treatment,0,14,103.6
5881,treatment,84.67,1,169.3
5882,treatment,68.45,2,241.5
5883,treatment,90.33,3,155.7
5884,treatment,92.79,4,168.6
5885,treatment,72.66,5,219.9
5886,treatment,19.38,6,254.6
5887,treatment,72.62,7,152.9
5888,treatment,42.76,8,229.7
5889,treatment,154.76,9,70.1
5890,treatment,23.95,10,197.2
5891,treatment,112.94,11,274.3
5892,treatment,0,12,196.5
5893,treatment,90.39,13,238.5
5894,treatment,165.14,14,253.9
5895,treatment,28.92,1,144.2
5896,treatment,88.2,2,142.1
5897,treatment,189.39,3,137.5
5898,treatment,254.9,4,89.5
5899,treatment,133.21,5,128.2
5900,treatment,117.71,6,196.5
5901,treatment,60.49,7,225.4
5902,treatment,217.21,8,136.0
5903,treatment,212.12,9,135.9
5904,treatment,66.15,10,205.3
5905,treatment,0,11,112.3
5906,treatment,173.64,12,165.9
5907,treatment,308.32,13,138.8
5908,treatment,31.67,14,131.4
5909,treatment,134.79,1,156.0
5910,treatment,165.3,2,217.1
5911,treatment,207.69,3,176.1
5912,treatment,61.05,4,251.5
5913,treatment,41.79,5,101.8
5914,treatment,0,6,215.2
5915,treatment,124.71,7,158.6
5916,treatment,70.29,8,163.6
5917,treatment,231.12,9,194.2
5918,treatment,83.01,10,207.2
5919,treatment,186.02,11,193.3
5920,treatment,36.35,12,141.7
5921,treatment,163.29,13,226.0
5922,treatment,233.47,14,152.9
5923,treatment,0,1,173.9
5924,treatment,176.94,2,190.3
5925,treatment,104.13,3,192.8
5926,treatment,116.15,4,68.3
5927,treatment,85.15,5,127.9
5928,treatment,152.69,6,232.8
5929,treatment,215.98,7,180.1
5930,treatment,132.13,8,179.3
5931,treatment,150.28,9,220.5
5932,treatment,0,10,96.5
5933,treatment,117.21,11,176.7
5934,treatment,80.46,12,315.5
5935,treatment,99.23,13,142.4
5936,treatment,133.3,14,133.2
5937,treatment,18.66,1,210.1
5938,treatment,159.43,2,123.9
5939,treatment,0,3,133.8
5940,treatment,121.84,4,125.5
5941,treatment,113.31,5,195.5
5942,treatment,117.26,6,86.9
5943,treatment,95.1,7,207.7
5944,treatment,76.89,8,188.3
5945,treatment,18.99,9,143.9
5946,treatment,28.74,10,208.6
5947,treatment,190.12,11,225.0
5948,treatment,93.23,12,87.6
5949,treatment,115.28,13,162.1
5950,treatment,106.59,14,191.7
5951,treatment,57.97,1,145.9
5952,treatment,161.24,2,166.5
5953,treatment,145.17,3,201.5
5954,treatment,33.6,4,224.6
5955,treatment,46.96,5,98.6
5956,treatment,224.19,6,212.1
5957,treatment,101.07,7,174.9
5958,treatment,0,8,123.8
5959,treatment,83.38,9,256.1
5960,treatment,146.25,10,133.8
5961,treatment,44.81,11,223.8
5962,treatment,29.32,12,207.9
5963,treatment,136.04,13,220.3
5964,treatment,124.1,14,148.6
5965,treatment,27.37,1,140.1
5966,treatment,94.16,2,222.2
5967,treatment,0,3,159.6
5968,treatment,0.76,4,131.4
5969,treatment,254.73,5,233.5
5970,treatment,140.68,6,144.6
5971,treatment,147.92,7,249.8
5972,treatment,60.61,8,73.9
5973,treatment,242.42,9,252.6
5974,treatment,7.5,10,163.9
5975,treatment,100.32,11,175.6
5976,treatment,170.34,12,118.7
5977,treatment,109.49,13,125.3
5978,treatment,0,14,83.7
5979,treatment,216.63,1,115.7
5980,treatment,105.71,2,140.6
5981,treatment,139.51,3,184.6
5982,treatment,115.28,4,203.1
5983,treatment,160.5,5,141.1
5984,treatment,206.44,6,161.1
5985,treatment,216.78,7,188.2
5986,treatment,156.7,8,106.2
5987,treatment,76.57,9,177.6
5988,treatment,172.25,10,140.4
5989,treatment,0,11,134.4
5990,treatment,47.11,12,126.8
5991,treatment,63.01,13,178.2
5992,treatment,16.28,14,215.5
5993,treatment,131.3,1,179.4
5994,treatment,133.47,2,186.6
5995,treatment,0,3,197.8
5996,treatment,34.99,4,186.8
5997,treatment,64.01,5,267.8
5998,treatment,192.86,6,216.5
5999,treatment,75.41,7,248.8
6000,treatment,178.89,8,106.1
6001,treatment,291.71,9,221.0
6002,treatment,155.01,10,129.3
6003,treatment,108.47,11,215.6
6004,treatment,256.86,12,125.3
6005,treatment,122.13,13,121.3
6006,treatment,171.72,14,239.8
6007,treatment,57.17,1,211.5
6008,treatment,71.0,2,200.4
6009,treatment,92.11,3,193.9
6010,treatment,65.28,4,199.4
6011,treatment,231.76,5,46.8
6012,treatment,140.86,6,90.0
6013,treatment,74.25,7,307.6
6014,treatment,167.44,8,192.0
6015,treatment,13.35,9,178.5
6016,treatment,32.39,10,189.6
6017,treatment,86.68,11,280.7
6018,treatment,203.7,12,123.4
6019,treatment,176.56,13,131.1
6020,treatment,44.43,14,141.7
6021,treatment,125.06,1,150.4
6022,treatment,157.57,2,191.9
6023,treatment,79.67,3,192.6
6024,treatment,251.88,4,215.2
6025,treatment,50.82,5,176.9
6026,treatment,87.92,6,267.9
6027,treatment,106.03,7,136.3
6028,treatment,40.79,8,167.8
6029,treatment,9.27,9,202.3
6030,treatment,206.99,10,140.6
6031,treatment,74.44,11,271.4
6032,treatment,179.96,12,98.2
6033,treatment,129.28,13,180.1
6034,treatment,227.69,14,200.5
6035,treatment,74.92,1,205.0
6036,treatment,124.36,2,198.2
6037,treatment,61.73,3,235.2
6038,treatment,117.97,4,197.7
6039,treatment,0,5,219.6
6040,treatment,127.15,6,298.6
6041,treatment,46.84,7,206.5
6042,treatment,234.52,8,174.6
6043,treatment,110.05,9,183.4
6044,treatment,5.38,10,234.6
6045,treatment,0,11,93.0
6046,treatment,0,12,282.2
6047,treatment,109.95,13,258.1
